battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1622,1,2.6,1,14,0,50,0.4,195,6,16,808,822,1650,15,1,13,0,1,1,1
1477,0,1.6,0,3,0,6,0.5,174,2,5,1371,1322,3125,7,13,5,1,0,0,2
1508,1,1.3,1,17,0,59,0.1,90,2,5,478,1042,3906,12,12,17,1,0,1,3
595,1,1.3,0,17,1,7,1.0,197,7,2,1232,565,3932,8,4,7,1,0,0,2
1162,0,2.3,1,16,0,64,0.7,95,2,13,674,1217,3977,7,1,6,1,1,1,3
1713,0,2.5,1,11,1,60,0.4,152,1,3,1703,1624,1850,17,18,2,0,0,1,2
536,1,1.0,0,6,1,57,0.4,190,6,16,277,530,1978,15,16,15,0,1,1,1
1892,0,1.4,1,15,1,60,0.5,157,1,18,1772,1384,490,8,10,10,1,0,1,1
778,1,2.8,1,10,0,64,0.7,98,6,8,1711,690,3396,15,15,19,1,1,1,2
716,1,2.5,0,13,0,48,0.2,110,6,7,52,914,702,19,17,7,0,1,0,0
1366,0,3.0,1,2,0,26,0.3,152,7,13,1884,1246,865,8,7,16,1,1,0,1
1372,1,2.4,0,18,1,60,0.9,179,1,20,1033,1569,263,6,1,17,1,0,1,0
1796,1,1.5,1,17,1,52,0.3,132,6,2,1681,1612,717,8,16,9,1,0,0,1
561,1,2.0,0,9,1,51,0.4,182,2,15,1762,874,1255,15,10,20,1,0,1,0
1095,1,2.2,1,5,1,62,0.9,197,1,5,747,1769,1590,16,13,6,1,1,1,1
1228,0,0.7,1,12,0,5,0.7,169,6,6,463,1057,389,13,15,15,1,1,1,0
1865,0,1.9,1,9,0,41,0.4,87,8,2,753,1780,2688,8,14,8,1,0,1,2
896,1,2.3,1,17,0,60,0.7,103,3,2,1840,1875,311,16,14,5,0,1,1,0
1198,0,0.9,0,19,1,49,0.1,87,1,7,582,1628,1248,5,2,2,0,1,1,1
1542,1,2.5,0,15,1,33,0.8,162,7,6,157,1860,1639,5,6,5,0,0,1,1
676,1,2.0,0,5,0,57,0.5,190,8,3,18,1824,2250,5,11,15,1,1,0,1
895,1,2.9,0,12,0,52,0.8,127,8,6,54,1600,3441,18,2,17,0,0,0,2
944,1,0.6,0,3,1,53,1.0,109,4,10,1750,1753,1367,9,18,8,0,0,1,1
1756,1,1.2,0,13,0,36,0.9,137,1,20,720,1077,2441,10,9,11,0,1,0,2
575,0,2.0,0,0,0,11,0.9,165,8,16,1044,531,3435,16,7,11,0,0,1,2
764,1,1.2,1,19,1,35,0.6,134,1,14,1305,557,1779,10,15,5,1,1,0,1
954,0,2.3,1,4,1,37,0.4,152,1,13,760,1627,2838,10,15,13,0,0,0,2
1217,0,2.4,1,7,1,7,0.5,141,6,6,1563,811,399,13,11,7,0,0,1,0
1234,1,0.8,1,11,0,44,0.7,187,1,3,1018,1590,3172,5,4,14,0,0,1,2
1907,1,1.8,0,1,1,47,0.9,127,4,5,1958,1189,2959,14,5,2,0,0,0,3
1350,1,1.8,0,11,0,17,0.3,83,5,19,1440,1897,2359,10,5,9,1,0,1,2
1890,1,1.4,0,4,0,60,0.9,116,1,11,807,734,875,17,7,17,1,0,0,1
643,1,2.8,1,4,1,54,0.8,87,3,14,722,1142,2142,12,16,6,0,0,1,1
1384,0,2.6,0,12,0,20,1.0,80,4,13,284,1635,1285,12,11,8,0,1,0,1
1592,1,2.2,1,8,1,35,0.9,171,5,3,1555,1912,2845,16,13,4,0,0,0,2
1622,1,2.3,0,9,1,26,0.4,149,6,16,1555,1931,2750,19,1,3,0,0,0,2
895,0,1.7,0,0,0,32,0.2,126,1,15,510,1577,2276,19,18,3,1,1,1,1
1548,0,2.8,0,2,0,50,0.2,179,5,11,1865,1301,1664,7,5,11,1,1,0,1
1447,1,2.2,0,17,1,42,0.4,196,3,9,1021,738,3634,17,17,10,0,0,1,3
1390,0,2.3,1,11,1,18,0.7,154,4,16,1419,1818,3177,9,3,19,1,1,1,2
1992,1,2.7,1,2,1,48,0.8,84,4,14,119,611,894,14,4,7,1,0,1,1
1674,0,1.2,0,8,1,31,0.9,129,6,9,96,1611,3629,8,5,7,0,0,1,3
1667,0,2.5,1,1,1,40,0.7,103,6,15,119,975,1912,16,14,11,0,1,1,2
1068,1,1.0,0,2,1,55,0.1,126,6,2,1560,803,3732,5,5,10,1,1,0,3
1562,0,1.4,0,13,0,56,0.3,97,5,14,1176,1828,2914,13,7,10,1,0,1,2
608,0,1.3,0,3,0,32,0.2,163,1,9,1268,789,1092,9,8,4,1,1,1,0
1565,0,2.9,0,18,0,20,0.4,107,2,19,1795,707,1841,6,5,13,0,0,0,2
1709,0,2.6,1,12,0,63,0.6,156,8,10,1539,1367,1035,16,1,12,0,0,0,1
1434,0,2.3,0,6,1,36,0.1,84,4,14,392,1081,1092,6,15,15,0,1,1,1
897,0,2.3,0,11,0,30,0.4,109,2,4,1166,869,2813,15,0,20,0,0,1,2
1746,1,1.9,1,2,0,60,0.3,80,7,19,1527,719,3400,11,15,11,1,1,1,3
1133,1,2.9,0,8,1,2,0.7,165,4,11,793,1754,3115,8,0,20,0,1,0,2
1656,0,1.7,1,1,0,5,0.5,161,8,6,1870,1301,2867,5,0,6,1,1,1,2
1686,1,1.5,0,8,1,29,0.5,125,6,7,1881,1318,520,9,6,10,1,0,1,1
1738,1,0.9,0,11,1,19,0.5,148,8,9,219,848,3554,6,15,2,1,0,0,3
1232,1,2.5,0,11,1,27,1.0,110,1,8,838,754,1472,19,16,16,1,0,0,1
734,0,2.3,0,14,1,41,0.3,149,1,19,159,951,1653,11,15,5,0,1,0,1
1157,1,1.5,0,1,1,20,0.6,170,4,15,1099,641,2313,19,15,8,1,0,1,2
1250,0,0.6,0,17,0,56,0.8,135,5,16,610,1592,557,13,5,7,1,1,1,0
1087,1,2.6,1,12,0,56,0.6,168,7,11,1715,588,3686,17,17,16,0,1,1,3
1532,0,0.5,0,13,0,61,0.9,172,8,13,638,1370,2233,5,2,7,1,0,0,2
1597,0,2.3,1,4,1,58,0.4,107,6,8,1055,1659,1060,16,7,8,0,1,0,1
1453,1,2.9,1,9,0,7,0.5,95,1,8,776,1022,1331,6,3,4,0,0,1,1
991,1,1.6,0,11,0,2,0.2,133,7,12,333,1159,2031,15,3,14,0,1,0,1
1412,0,1.1,1,9,0,9,0.6,132,7,14,1548,1450,354,10,16,3,0,0,0,0
1776,1,2.3,0,10,0,34,0.4,91,1,16,1463,1409,2896,12,4,4,1,1,0,2
1753,1,2.5,1,1,1,52,0.2,99,3,19,891,941,3340,11,13,14,0,1,0,3
1697,1,1.9,0,4,0,44,0.6,161,8,8,939,537,1669,13,14,10,1,0,1,2
1691,0,2.9,1,6,1,22,0.6,113,7,7,351,1731,2233,18,11,20,1,0,1,2
669,0,0.6,1,5,1,25,0.2,198,1,12,1362,709,612,6,12,19,0,0,0,0
1916,1,1.8,0,2,0,26,0.7,132,3,9,925,1012,1919,16,17,6,1,0,0,2
1445,1,2.3,1,12,1,48,0.7,143,1,2,1423,1883,3231,13,13,11,1,0,0,2
1294,1,2.7,0,2,1,56,0.3,102,1,9,395,1524,266,8,18,15,1,1,0,0
1133,0,0.9,0,20,1,58,0.5,188,7,9,1225,1480,336,15,6,18,0,1,0,0
1717,0,2.5,0,5,1,44,0.7,106,5,20,529,880,3588,19,5,4,1,0,1,3
528,1,1.9,0,10,1,20,0.6,192,5,4,1932,1327,2309,7,4,8,0,0,0,1
1688,1,1.5,0,16,1,30,0.5,96,6,6,1116,1358,3785,11,3,10,0,1,1,3
1945,1,0.8,1,9,1,54,0.4,127,8,4,1815,893,2676,9,17,6,0,1,1,2
838,1,2.7,1,11,0,11,0.6,100,1,16,357,1573,2784,17,13,5,1,0,0,2
1888,1,0.9,1,16,0,57,0.9,129,8,15,1419,895,477,9,15,4,1,0,1,1
1865,1,1.3,0,3,1,13,0.7,119,6,16,827,531,2196,16,13,14,1,0,0,2
999,0,1.2,1,1,1,34,0.2,174,6,18,59,1044,3408,17,4,10,0,1,0,2
1010,1,2.7,1,10,0,57,0.5,82,6,19,476,1211,2202,6,10,8,1,1,0,1
1850,0,2.2,1,6,0,8,0.9,96,6,3,1749,1757,770,10,11,9,0,1,1,1
716,1,2.5,1,1,0,18,0.2,140,4,13,611,1549,3387,10,17,11,0,1,1,2
1824,1,1.1,1,17,0,62,1.0,129,7,17,0,1957,476,16,3,2,1,0,1,1
1655,0,2.1,0,20,1,62,1.0,169,7,5,1578,1584,2652,8,12,2,1,0,0,2
1593,0,1.9,0,3,1,59,0.2,166,4,3,310,1052,3888,9,12,20,0,0,1,3
1775,0,2.6,1,7,0,61,0.9,85,1,15,167,1964,483,11,3,3,0,1,1,1
1938,0,2.8,0,19,0,11,0.4,107,4,12,191,1653,2593,18,6,13,1,1,1,2
944,1,0.5,0,13,0,32,0.9,151,1,14,1057,1877,548,12,1,14,1,0,0,0
1375,0,2.2,1,11,0,61,0.5,134,5,8,1057,697,3113,10,17,15,1,0,1,2
1705,1,0.6,1,20,1,7,0.5,137,7,11,1711,1298,3520,9,5,6,0,1,0,3
666,0,1.9,0,17,0,18,0.7,124,2,2,1440,1193,1211,16,15,4,1,0,1,0
590,1,1.2,1,10,0,51,0.8,151,3,5,707,1894,1753,7,2,18,1,0,1,1
1213,1,1.3,0,7,0,38,0.1,98,7,19,1181,646,1536,11,14,2,0,1,1,1
538,1,1.4,0,1,1,19,0.6,181,4,7,1780,997,2234,12,9,15,0,0,0,1
1649,1,2.1,1,14,1,63,0.3,108,4,3,1523,547,1785,7,8,7,1,1,0,2
1974,1,1.3,0,8,1,27,0.4,102,5,4,365,1269,643,9,10,18,1,0,1,1
672,1,2.3,0,18,0,50,0.4,190,4,15,1363,1150,2918,15,13,5,1,0,1,2
1152,0,1.5,0,19,0,55,0.5,111,1,9,857,1695,3725,6,11,7,0,0,0,3
1253,1,0.7,1,7,0,17,0.4,89,1,17,1358,1112,2669,14,6,2,1,1,0,2
1743,0,2.5,1,18,1,9,0.2,170,2,20,1606,1198,2961,14,10,10,0,1,1,3
1581,0,1.2,1,4,1,25,0.2,128,2,19,326,1838,2593,16,16,5,1,1,1,2
975,1,1.6,1,10,0,14,0.1,144,7,7,113,875,3636,8,8,10,0,1,0,2
955,0,2.2,0,14,0,30,0.5,182,2,15,796,1305,3605,16,12,10,1,0,1,2
1328,1,1.3,1,7,1,33,1.0,108,1,4,918,1420,3791,8,15,14,1,1,0,3
1394,0,0.6,1,18,0,25,0.2,138,8,17,1441,1374,444,16,2,18,1,0,1,0
1884,1,1.4,1,7,0,17,1.0,124,6,2,1491,1309,1173,17,4,4,0,0,1,1
1524,0,2.9,1,18,0,12,0.8,146,6,13,1166,1943,1457,12,16,7,0,0,1,1
886,1,2.1,0,17,1,33,0.7,130,2,15,608,1404,3855,7,0,16,0,0,1,3
847,1,2.2,0,9,0,7,0.7,190,2,20,308,1919,1179,9,8,15,0,0,0,0
689,1,2.1,0,6,0,60,0.8,180,1,20,400,1710,3291,15,16,14,1,0,1,2
1004,1,1.0,1,8,0,36,0.2,174,5,10,1343,1505,2678,9,12,10,0,0,1,2
1714,0,1.5,1,0,0,34,0.6,90,7,8,211,532,1877,6,14,16,0,1,1,2
1892,1,2.4,0,18,1,19,0.7,165,4,15,316,568,1015,13,7,15,1,0,1,1
1932,0,0.8,1,4,1,38,0.6,161,7,6,184,1091,1733,8,7,5,0,1,1,2
1323,0,1.2,1,18,1,14,0.8,178,3,19,1228,1714,2520,13,1,12,1,0,1,2
1428,0,1.2,0,0,0,11,0.2,85,6,10,1387,600,1321,13,9,3,0,1,0,1
1433,1,1.6,0,14,1,38,0.7,146,8,8,1239,1808,449,6,4,17,0,0,1,0
1640,0,3.0,1,15,0,27,0.6,141,6,10,245,1413,1606,13,15,20,1,1,0,1
633,0,0.7,1,6,1,47,0.4,84,1,5,238,1232,1652,13,18,17,1,0,0,1
557,0,1.8,1,11,0,18,0.4,88,7,18,1828,889,1744,6,0,8,1,1,0,1
1184,1,0.9,0,7,1,2,0.7,107,8,13,1414,659,418,15,12,12,1,1,0,0
1171,1,2.9,0,4,1,64,0.9,162,1,7,519,1391,531,17,3,13,0,1,1,0
672,0,0.8,0,9,1,26,0.5,171,3,19,1613,1570,619,10,6,5,0,0,1,0
1314,1,1.5,0,20,0,35,0.8,170,8,9,1859,1682,1921,13,0,17,1,0,1,1
1672,1,2.3,1,4,0,40,0.5,156,7,16,276,1969,3078,8,1,17,1,1,0,3
579,0,2.3,0,16,0,11,0.2,117,8,4,1005,1195,2783,6,15,8,0,1,1,1
1385,0,1.6,0,4,1,21,0.2,122,3,3,201,1257,2992,11,13,14,1,0,0,2
1736,1,1.4,1,14,0,8,0.1,196,2,10,213,1022,2258,19,4,6,0,0,0,2
702,0,1.5,1,12,0,57,0.4,100,7,9,605,1231,715,13,13,2,1,0,1,0
1263,1,1.2,1,0,0,17,0.4,170,3,5,477,654,3592,10,16,6,1,0,0,3
1752,1,1.0,0,10,0,38,0.7,141,4,3,507,838,2842,15,11,15,1,0,0,2
1750,1,1.7,1,0,0,30,0.8,125,4,15,1098,1888,3277,15,11,12,1,1,0,3
1964,1,1.2,1,10,0,61,0.1,149,6,3,668,1294,3713,18,2,3,0,1,0,3
1925,1,1.2,0,17,1,13,0.3,117,4,3,664,1671,2388,8,1,19,1,1,1,2
546,1,2.1,0,17,1,18,0.3,128,7,8,141,1398,1987,5,14,16,0,1,0,1
1756,0,2.9,1,20,0,49,0.6,154,4,13,1613,1667,1595,8,10,15,1,0,0,2
1828,0,2.0,0,15,1,21,0.2,190,4,7,321,602,2546,7,9,14,1,0,0,2
1666,1,0.7,1,12,1,27,0.2,184,8,19,1717,1311,3796,11,17,3,0,1,1,3
1938,1,0.7,1,6,0,49,0.9,196,2,5,460,592,3183,15,1,20,1,0,1,3
1896,1,2.9,0,0,0,20,0.8,160,6,20,706,1474,1621,17,6,9,0,0,0,2
1782,0,1.2,1,15,1,59,0.3,199,1,14,669,1809,3504,15,6,18,1,1,1,3
1155,1,0.7,0,0,0,48,0.5,118,6,3,1169,1947,3457,14,6,16,0,1,1,2
970,0,2.0,0,16,1,13,0.4,150,6,9,53,618,912,9,13,15,1,0,1,0
1470,1,2.1,0,5,1,22,0.8,109,6,20,1379,528,1362,16,1,4,1,1,1,1
1535,1,2.1,1,1,1,43,0.6,100,3,10,276,1512,1639,7,1,18,1,0,0,1
1853,0,1.2,0,16,0,62,0.2,80,1,5,1844,1553,2391,18,14,4,1,1,0,2
1235,0,0.5,0,5,1,59,0.8,168,3,17,1618,1371,3859,6,10,14,1,0,1,3
1283,1,2.9,1,13,0,62,0.5,111,2,20,399,1889,997,17,9,19,0,1,1,1
1467,1,1.1,1,17,0,55,0.3,200,2,11,667,1299,2251,6,2,2,0,0,1,2
857,1,2.2,1,5,0,35,0.4,87,5,7,515,1661,3288,9,16,8,0,0,1,2
1471,0,2.3,1,9,0,8,0.5,148,5,17,1522,974,3965,17,8,6,1,0,1,3
1931,0,2.0,0,17,0,46,0.4,109,8,11,1334,1062,2774,17,14,3,1,1,1,3
1167,0,1.3,0,8,1,36,0.3,194,2,14,1294,1915,1777,12,13,18,1,0,1,1
872,0,1.2,0,7,0,16,0.5,87,2,10,575,934,3834,12,18,11,0,0,0,2
1531,0,2.0,1,9,0,2,0.1,192,3,8,1472,1303,3681,18,16,5,0,1,0,3
1645,0,2.7,1,16,0,27,0.8,98,8,5,111,1757,2719,16,16,10,0,1,1,2
1871,1,2.9,0,5,0,36,0.3,187,2,20,238,554,3378,9,15,12,1,0,1,3
1175,1,0.8,1,13,0,26,0.1,138,7,5,1167,1430,1879,17,7,13,1,0,0,1
589,0,0.9,1,5,1,43,0.7,134,1,20,1397,1815,937,6,6,13,0,1,0,0
1197,1,2.9,0,6,0,60,0.8,109,3,20,1043,1251,3390,17,11,19,0,1,1,2
1839,1,2.3,0,11,0,60,0.8,158,2,13,1599,811,1368,8,0,5,0,0,0,1
1701,0,2.7,1,2,1,16,0.5,115,3,14,1312,1612,1980,11,11,10,0,0,0,2
1039,1,1.0,1,13,0,23,0.3,134,3,5,1616,1735,3517,18,5,9,1,1,1,2
1231,0,2.0,1,18,1,60,0.8,123,4,11,196,1456,1154,10,15,20,0,0,0,1
1368,0,2.3,0,15,1,7,0.7,106,8,8,381,817,856,14,17,14,1,0,1,1
540,1,2.2,0,6,1,53,0.3,156,5,6,1604,1256,3675,11,18,3,1,0,0,2
1239,0,1.5,0,7,1,16,0.9,157,8,18,1721,964,2123,9,2,20,1,1,1,1
1001,0,0.5,0,17,0,25,0.2,180,3,19,1702,1610,3865,6,2,15,1,1,0,3
1458,0,2.0,0,12,0,22,1.0,133,8,12,1740,1932,1455,12,4,6,1,0,0,1
1668,0,1.1,1,20,1,8,0.9,127,6,16,1515,1763,3691,18,2,11,1,0,1,3
1724,0,1.6,1,8,1,58,0.7,109,7,8,163,1199,3079,16,18,18,0,0,0,3
1428,0,2.9,1,9,0,62,0.9,118,7,19,605,1580,3204,6,4,17,0,1,0,2
960,0,1.5,0,20,1,30,0.8,190,3,7,1272,1636,3881,16,13,18,0,0,1,3
1231,0,2.6,0,8,1,63,0.3,92,6,19,1091,1234,738,12,15,2,0,1,0,0
1251,1,1.0,0,14,1,33,0.5,95,7,17,854,1593,2266,19,0,16,1,0,0,2
1424,1,2.2,1,19,0,33,0.2,123,4,3,1044,1238,1398,11,16,18,0,1,1,1
1408,1,2.9,0,1,1,54,0.5,150,2,20,830,1267,424,7,10,12,1,0,1,0
1776,0,0.8,0,12,0,60,0.8,191,3,2,1535,1707,3947,17,8,6,0,1,1,3
889,0,0.5,1,1,0,63,0.4,198,4,12,596,1243,2277,8,3,5,0,1,1,1
1382,1,1.6,0,18,0,6,0.4,198,8,6,1413,775,2450,17,1,10,1,0,1,2
755,1,0.7,1,1,1,63,0.6,106,1,17,535,732,3764,11,8,17,1,1,1,2
1208,1,2.4,0,2,1,5,0.9,124,8,2,110,553,694,8,4,13,0,0,1,0
949,0,2.8,0,5,0,23,0.1,198,4,20,948,756,3191,13,3,19,0,1,1,2
509,1,1.6,1,2,0,19,0.4,114,5,15,862,589,3516,11,4,4,1,0,0,2
1323,1,1.1,1,9,0,36,0.2,158,5,4,594,1958,415,5,17,16,1,1,0,0
1297,0,1.6,1,5,1,18,0.7,107,2,3,1893,907,1069,5,12,19,1,1,1,1
1765,1,2.3,1,15,1,51,0.2,178,8,6,1021,1792,2705,19,4,13,1,0,0,2
1774,0,0.5,1,16,0,51,0.7,86,6,18,459,865,841,8,18,14,1,1,1,1
1376,0,2.0,1,18,0,57,0.4,141,2,19,1101,850,1119,18,2,2,1,0,0,1
1528,0,2.0,0,2,1,25,0.3,193,7,2,433,1822,1297,18,17,5,1,0,0,1
1642,1,2.1,0,17,0,3,0.9,189,6,16,1403,1682,395,17,5,9,1,0,1,1
1515,1,1.1,1,6,1,14,0.1,193,6,10,1675,986,1394,13,5,20,1,1,0,1
873,0,2.3,0,8,1,63,0.5,130,6,6,1463,1341,583,17,4,6,1,1,0,0
1588,1,0.7,1,19,0,55,0.1,125,6,14,887,1483,480,8,0,12,0,1,0,1
645,1,1.0,0,11,0,16,0.5,99,5,20,782,1878,813,17,7,18,1,0,1,0
723,1,2.7,1,4,1,6,0.6,175,8,11,1362,1120,2742,9,0,18,1,0,0,2
1762,1,2.3,0,2,1,4,0.4,117,7,15,987,1429,1829,5,5,3,0,1,0,2
676,0,0.5,0,10,1,38,0.2,140,5,13,1447,900,1997,19,13,2,1,0,1,1
1352,1,1.1,0,3,1,38,0.4,183,3,12,168,1928,641,18,10,5,0,1,0,0
1805,0,1.0,0,4,1,38,0.7,111,7,8,708,1619,776,6,1,10,1,1,0,1
562,0,1.2,0,0,0,4,0.8,105,5,18,964,1069,1532,15,3,3,0,0,0,1
1740,1,1.1,1,17,1,64,0.6,137,2,19,1285,1474,2923,8,12,4,1,0,0,2
1326,0,0.7,1,11,1,36,0.6,118,5,8,726,891,1377,16,6,7,0,0,1,1
1294,1,1.6,1,12,1,53,0.3,99,7,7,1602,851,3090,8,5,14,0,0,1,2
1188,1,2.3,0,8,0,24,0.4,161,7,12,228,1305,3398,15,2,16,1,1,1,2
1984,0,2.0,1,1,0,61,0.2,129,2,13,1184,1075,2854,14,8,12,1,0,0,3
604,0,2.2,0,4,1,29,0.3,158,1,17,426,1276,2089,10,13,11,0,0,1,1
1622,0,0.7,0,12,1,61,0.3,131,8,20,121,1132,702,17,10,4,0,0,0,1
1010,0,2.9,0,15,0,31,0.6,165,7,20,148,1811,3417,10,4,10,0,1,0,2
884,1,2.6,1,15,0,19,0.6,194,5,12,851,1022,3757,12,13,11,1,0,1,2
904,1,2.5,0,2,0,59,1.0,101,2,17,704,1225,1498,16,18,13,0,0,1,1
1322,1,2.6,1,3,0,53,0.3,132,6,13,1766,661,362,17,7,9,0,1,1,0
1017,0,2.8,1,10,1,37,0.7,164,8,9,110,1158,1755,13,6,18,0,1,0,1
975,0,1.9,0,13,0,34,0.8,145,7,4,1680,1705,3219,18,6,6,0,1,0,2
1208,0,1.0,0,2,1,27,0.6,183,8,3,1244,1349,1733,5,2,9,1,0,0,1
1270,1,2.0,1,15,1,49,0.3,196,8,7,1927,581,1159,5,2,19,1,1,0,1
1960,0,2.4,1,14,0,41,0.3,122,4,17,63,1023,1887,19,17,12,0,1,1,2
1546,1,2.3,1,9,0,18,0.1,161,8,16,637,503,2847,10,12,11,1,0,1,2
1496,0,1.8,1,8,0,41,0.4,102,6,15,1753,994,1405,8,0,16,1,0,0,1
1176,1,0.7,1,10,0,8,0.8,156,3,3,1819,1574,1426,15,4,7,0,1,0,1
1213,1,1.4,1,15,1,58,0.1,143,8,19,1377,1784,2583,8,3,20,0,0,1,2
1981,0,2.8,0,9,1,9,0.3,184,7,15,1497,1657,279,5,15,18,1,0,1,1
582,0,2.0,1,16,1,54,0.7,88,2,19,908,1885,1207,13,14,11,1,1,0,0
1668,1,1.8,1,18,0,57,0.8,192,6,3,1771,1067,2000,16,17,6,0,0,1,2
1608,1,1.2,1,1,1,63,0.5,86,5,2,1508,1740,2295,15,16,17,0,0,0,2
1601,0,1.4,1,1,0,32,0.7,120,5,3,12,1377,375,7,13,13,0,1,0,0
956,0,2.7,0,5,1,60,0.4,133,7,10,933,1591,1931,19,13,6,0,1,0,1
500,1,2.2,0,18,0,59,0.2,144,1,10,1176,1511,1576,9,18,2,0,0,0,0
550,0,2.5,1,7,1,13,0.5,81,4,17,238,1514,1110,14,5,3,1,1,1,0
1184,1,1.6,1,2,1,49,0.6,83,7,12,1213,1363,1271,5,12,6,0,1,1,1
1216,1,2.1,1,13,0,32,1.0,157,2,7,662,1666,3247,12,17,20,0,0,0,2
1969,0,1.1,0,15,1,45,0.2,111,6,13,1109,1869,3409,7,14,16,0,0,0,3
948,0,2.3,0,0,1,20,0.6,179,4,4,1044,1278,703,18,6,2,0,0,0,0
1380,0,1.6,0,20,0,64,0.4,81,1,13,693,1717,2191,19,18,12,1,1,0,2
987,0,1.6,0,2,0,11,0.6,183,7,2,1342,1504,1999,5,16,19,1,1,0,1
533,0,2.1,0,17,0,40,0.1,193,3,10,1181,1769,1251,14,8,4,1,0,1,0
1871,1,2.8,0,8,0,13,0.4,194,4,7,970,813,2198,10,10,10,1,0,0,2
594,1,0.7,1,5,0,21,0.8,143,1,12,963,1229,3797,5,4,5,1,0,1,2
1595,0,2.6,0,20,1,38,0.6,93,7,4,1504,883,1702,19,1,14,1,0,0,1
653,0,1.2,0,0,0,49,0.5,99,8,5,1902,776,3872,19,14,10,0,1,0,2
749,0,1.6,1,20,1,42,0.4,168,7,11,75,1595,3351,7,11,4,0,1,0,2
1173,1,0.6,0,9,1,8,0.4,185,2,20,328,1652,1340,9,9,17,0,1,0,1
937,0,1.3,1,5,0,53,0.4,128,7,7,1439,1881,1980,8,9,9,1,1,1,1
617,0,1.8,0,11,1,55,0.9,87,3,2,1226,1197,2387,11,10,8,1,1,1,1
1270,1,0.6,1,3,1,59,1.0,171,7,9,1252,1743,2528,10,9,18,1,1,1,2
1829,1,1.7,1,12,0,15,0.5,142,5,9,151,1529,441,16,6,17,0,0,0,1
767,0,2.8,1,16,1,12,0.5,125,1,7,1798,1250,2678,7,13,19,1,1,1,2
1577,0,0.8,1,7,0,8,0.9,100,8,18,71,1482,327,15,12,17,0,1,0,0
735,0,2.4,1,19,0,30,0.5,166,5,20,224,1123,329,12,4,16,1,1,0,0
888,1,1.5,0,2,0,11,0.6,111,7,2,472,727,2176,12,18,3,0,1,1,1
1489,0,2.1,0,11,1,30,0.3,87,3,16,1920,516,1620,18,9,5,1,0,0,1
1262,0,1.2,1,6,1,10,0.8,174,1,14,1666,511,2456,6,7,6,0,0,0,2
900,0,0.9,1,11,1,37,0.6,180,1,4,359,1191,2399,11,17,8,0,1,1,1
1123,1,0.9,1,1,1,49,0.8,95,7,3,539,569,3892,18,0,16,1,0,1,3
1266,1,0.7,0,13,0,11,0.8,119,3,4,810,607,2748,5,4,18,1,0,0,2
1826,0,1.0,1,4,1,20,0.3,185,2,10,608,700,3437,6,10,11,0,0,1,3
1418,0,2.2,1,8,0,57,0.7,106,8,17,1069,1575,1737,12,10,10,1,0,1,1
1730,1,2.7,1,20,1,32,0.8,183,1,14,0,1128,3131,16,15,17,1,1,1,3
1752,1,2.5,1,10,1,18,0.4,184,8,20,677,1782,3378,5,9,4,0,1,0,3
1352,1,2.2,0,4,1,10,0.3,97,3,19,1268,1787,2680,6,14,10,0,1,0,2
1077,1,0.8,1,2,1,46,0.1,114,4,13,1242,1405,1020,16,6,9,0,1,1,1
574,1,1.2,1,16,1,34,0.5,192,5,13,1637,802,1352,5,14,8,1,1,0,0
934,1,1.3,0,1,0,35,0.4,131,1,2,290,1436,467,9,15,18,0,0,0,0
602,1,1.1,1,0,1,46,0.6,94,4,9,1481,1075,3759,11,5,6,1,1,1,2
1945,1,1.8,1,6,1,25,0.3,142,1,18,203,1054,979,10,10,8,1,1,1,1
1263,1,1.8,0,13,1,10,0.9,132,2,8,1225,624,3495,10,16,14,0,0,1,3
1237,0,1.4,0,4,1,8,0.3,170,7,10,565,1793,3078,10,14,19,1,0,0,2
1305,0,1.4,0,18,0,17,0.3,160,3,18,481,1358,2634,12,15,15,1,1,0,2
1829,0,2.6,1,10,1,20,0.5,183,1,11,1815,1244,2021,9,1,19,0,0,0,2
597,1,2.5,1,1,0,40,0.5,145,3,5,510,979,1006,19,3,4,0,1,0,0
1297,0,1.3,0,7,1,7,0.3,192,6,8,923,631,1773,14,18,18,1,0,1,1
1858,1,2.8,0,8,0,51,0.3,193,1,8,277,1525,3470,11,5,20,0,1,1,3
1358,1,2.9,0,2,0,52,0.3,110,2,9,1004,614,3909,7,17,8,0,1,1,3
934,0,1.3,1,1,0,12,0.7,140,2,9,15,980,1724,13,10,5,1,1,1,1
946,1,1.4,1,6,0,62,0.8,143,7,17,1548,1480,3127,14,8,16,0,1,1,2
1831,0,1.8,0,4,0,13,0.5,180,7,13,355,1524,649,7,2,9,0,0,0,1
748,0,2.9,1,20,1,62,0.7,184,4,16,355,830,767,18,1,17,1,1,1,0
665,0,2.7,0,4,0,59,0.8,184,2,9,829,1441,941,18,17,2,1,1,0,0
1483,1,0.8,1,19,1,43,0.2,177,3,10,598,1454,2924,10,14,17,1,1,0,2
1858,0,1.5,1,12,0,14,1.0,113,6,4,1101,1267,1994,7,17,3,0,1,1,2
1519,1,1.9,1,20,0,13,0.8,194,8,17,927,890,1976,5,18,3,0,0,0,2
1041,0,1.8,1,19,1,64,0.3,134,2,16,1090,1333,2082,5,14,9,1,0,0,1
